Age,Gender,Education Level,Job Title,Years of Experience,Salary,Career_Start_Age,Gender_Encoded,Education_Level_Encoded,Job_Title_Encoded
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0,25.0,1,3.0,176
31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0,25.0,0,1.1,168
26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0,23.0,1,2.1,44
30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0,25.0,0,2.1,158
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0,23.0,1,1.1,3
45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0,24.0,1,2.1,168
33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0,24.0,0,2.1,44
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0,27.0,1,1.1,43
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0,22.0,0,3.0,176
42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,23.0,1,2.1,44
28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,25.0,0,1.1,158
34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0,25.0,1,2.1,176
46.0,Female,Bachelor's Degree,Back end Developer,18.0,155795.0,28.0,0,1.1,3
35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0,26.0,1,2.1,44
49.0,Female,PhD,Software Engineer Manager,22.0,178684.0,27.0,0,3.0,176
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0,25.0,1,1.1,168
54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0,26.0,1,2.1,44
26.0,Female,Master's Degree,Front end Developer,2.0,65840.0,24.0,0,2.1,43
23.0,Male,PhD,Software Engineer Manager,0.0,52779.0,23.0,1,3.0,176
48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0,25.0,0,2.1,168
38.0,Male,Bachelor's Degree,Back end Developer,14.0,136449.0,24.0,1,1.1,3
30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0,24.0,0,2.1,44
40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0,23.0,1,2.1,176
45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0,24.0,0,1.1,158
36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0,23.0,1,2.1,44
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0,25.0,1,3.0,176
31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0,25.0,0,1.1,168
26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0,23.0,1,2.1,44
30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0,25.0,0,2.1,158
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0,23.0,1,1.1,3
45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0,24.0,1,2.1,168
33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0,24.0,0,2.1,44
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0,27.0,1,1.1,43
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0,22.0,0,3.0,176
42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,23.0,1,2.1,44
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,103579.0,23.0,0,1.1,44
45.0,Male,Master's Degree,Software Engineer Manager,19.0,163780.0,26.0,1,2.1,176
36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0,24.0,1,1.1,43
30.0,Female,Master's Degree,Senior Project Engineer,4.0,92438.0,26.0,0,2.1,158
28.0,Male,Master's Degree,Full Stack Engineer,5.0,84181.0,23.0,1,2.1,44
46.0,Female,PhD,Software Engineer Manager,21.0,174821.0,25.0,0,3.0,176
34.0,Male,Bachelor's Degree,Back end Developer,10.0,126520.0,24.0,1,1.1,3
44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0,26.0,1,2.1,168
55.0,Female,PhD,Software Engineer Manager,29.0,190543.0,26.0,0,3.0,176
35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0,26.0,1,2.1,44
54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0,26.0,1,1.1,158
23.0,Female,High School,Back end Developer,1.0,52807.0,22.0,0,0.0,3
46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0,26.0,1,2.1,168
33.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,124071.0,25.0,0,1.1,44
26.0,Male,Master's Degree,Front end Developer,3.0,73640.0,23.0,1,2.1,43
43.0,Female,PhD,Software Engineer Manager,19.0,156486.0,24.0,0,3.0,176
36.0,Male,Master's Degree,Full Stack Engineer,11.0,138859.0,25.0,1,2.1,44
23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,52831.0,23.0,0,1.1,158
49.0,Male,Master's Degree,Software Engineer Manager,23.0,182392.0,26.0,1,2.1,176
35.0,Female,Master's Degree,Full Stack Engineer,11.0,151078.0,24.0,0,2.1,44
31.0,Male,Bachelor's Degree,Back end Developer,8.0,100679.0,23.0,1,1.1,3
54.0,Other,High School,Senior Software Engineer,29.0,158966.0,25.0,2,0.0,168
43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0,23.0,1,2.1,44
33.0,Female,Master's Degree,Senior Project Engineer,10.0,113334.0,23.0,0,2.1,158
52.0,Female,PhD,Software Engineer Manager,29.0,194778.0,23.0,0,3.0,176
28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0,24.0,1,1.1,44
36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0,23.0,0,2.1,168
43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,142421.0,23.0,1,1.1,158
50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0,26.0,0,2.1,44
24.0,Male,PhD,Software Engineer Manager,1.0,106686.0,23.0,1,3.0,176
52.0,Male,Master's Degree,Senior Software Engineer,27.0,186794.0,25.0,1,2.1,168
46.0,Female,Bachelor's Degree,Back end Developer,19.0,150729.0,27.0,0,1.1,3
38.0,Male,Master's Degree,Full Stack Engineer,15.0,171652.0,23.0,1,2.1,44
29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0,23.0,1,1.1,158
33.0,Female,Master's Degree,Front end Developer,9.0,119918.0,24.0,0,2.1,43
47.0,Male,PhD,Software Engineer Manager,21.0,174985.0,26.0,1,3.0,176
45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0,22.0,0,2.1,168
28.0,Male,Bachelor's Degree,Back end Developer,4.0,72389.0,24.0,1,1.1,3
42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0,28.0,0,2.1,44
46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0,21.0,1,1.1,158
38.0,Female,PhD,Software Engineer Manager,15.0,145052.0,23.0,0,3.0,176
54.0,Male,Master's Degree,Senior Software Engineer,32.0,195270.0,22.0,1,2.1,168
33.0,Female,Master's Degree,Full Stack Engineer,8.0,122970.0,25.0,0,2.1,44
27.0,Male,High School,Back end Developer,4.0,80247.0,23.0,1,0.0,3
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0,25.0,0,1.1,158
26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0,22.0,1,2.1,44
31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0,25.0,0,2.1,168
35.0,Male,Bachelor's Degree,Front end Developer,10.0,128999.0,25.0,1,1.1,43
44.0,Female,PhD,Software Engineer Manager,18.0,162454.0,26.0,0,3.0,176
32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0,24.0,1,2.1,158
54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179756.0,29.0,1,1.1,44
26.0,Female,Master's Degree,Front end Developer,3.0,73218.0,23.0,0,2.1,43
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0,23.0,1,3.0,176
48.0,Female,Master's Degree,Senior Software Engineer,24.0,184480.0,24.0,0,2.1,168
38.0,Male,Bachelor's Degree,Back end Developer,12.0,132442.0,26.0,1,1.1,3
30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0,25.0,0,2.1,44
40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0,24.0,1,2.1,176
45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171468.0,23.0,0,1.1,158
36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0,23.0,1,2.1,44
52.0,Male,PhD,Software Engineer Manager,26.0,185982.0,26.0,1,3.0,176
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0,24.0,0,1.1,168
26.0,Male,Master's Degree,Full Stack Engineer,4.0,91397.0,22.0,1,2.1,44
30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0,25.0,0,2.1,158
24.0,Male,Bachelor's Degree,Back end Developer,2.0,64182.0,22.0,1,1.1,3
45.0,Male,Master's Degree,Senior Software Engineer,22.0,182506.0,23.0,1,2.1,168
33.0,Female,Master's Degree,Full Stack Engineer,9.0,136986.0,24.0,0,2.1,44
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136662.0,27.0,1,1.1,43
54.0,Female,PhD,Software Engineer Manager,32.0,191510.0,22.0,0,3.0,176
42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,23.0,1,2.1,44
28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,25.0,0,1.1,158
34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0,25.0,1,2.1,176
46.0,Female,Bachelor's Degree,Back end Developer,18.0,155795.0,28.0,0,1.1,3
35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0,26.0,1,2.1,44
49.0,Female,PhD,Software Engineer Manager,22.0,178684.0,27.0,0,3.0,176
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0,25.0,1,1.1,168
54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0,26.0,1,2.1,44
26.0,Female,Master's Degree,Front end Developer,2.0,65840.0,24.0,0,2.1,43
23.0,Male,PhD,Software Engineer Manager,0.0,52779.0,23.0,1,3.0,176
48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0,25.0,0,2.1,168
38.0,Male,Bachelor's Degree,Back end Developer,14.0,136449.0,24.0,1,1.1,3
30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0,24.0,0,2.1,44
40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0,23.0,1,2.1,176
45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0,24.0,0,1.1,158
36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0,23.0,1,2.1,44
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0,25.0,1,3.0,176
31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0,25.0,0,1.1,168
26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0,23.0,1,2.1,44
30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0,25.0,0,2.1,158
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0,23.0,1,1.1,3
45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0,24.0,1,2.1,168
33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0,24.0,0,2.1,44
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0,27.0,1,1.1,43
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0,22.0,0,3.0,176
42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,23.0,1,2.1,44
28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,25.0,0,1.1,158
34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0,25.0,1,2.1,176
46.0,Female,Bachelor's Degree,Back end Developer,18.0,155795.0,28.0,0,1.1,3
35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0,26.0,1,2.1,44
49.0,Female,PhD,Software Engineer Manager,22.0,178684.0,27.0,0,3.0,176
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0,25.0,1,1.1,168
54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0,26.0,1,2.1,44
26.0,Female,Master's Degree,Front end Developer,2.0,65840.0,24.0,0,2.1,43
23.0,Male,PhD,Software Engineer Manager,0.0,52779.0,23.0,1,3.0,176
48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0,25.0,0,2.1,168
38.0,Male,Bachelor's Degree,Back end Developer,14.0,136449.0,24.0,1,1.1,3
30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0,24.0,0,2.1,44
40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0,23.0,1,2.1,176
45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0,24.0,0,1.1,158
36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0,23.0,1,2.1,44
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0,25.0,1,3.0,176
31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0,25.0,0,1.1,168
26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0,23.0,1,2.1,44
30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0,25.0,0,2.1,158
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0,23.0,1,1.1,3
45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0,24.0,1,2.1,168
33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0,24.0,0,2.1,44
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0,27.0,1,1.1,43
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0,22.0,0,3.0,176
42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,23.0,1,2.1,44
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,103579.0,23.0,0,1.1,44
45.0,Male,Master's Degree,Software Engineer Manager,19.0,163780.0,26.0,1,2.1,176
36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0,24.0,1,1.1,43
30.0,Female,Master's Degree,Senior Project Engineer,4.0,92438.0,26.0,0,2.1,158
28.0,Male,Master's Degree,Full Stack Engineer,5.0,84181.0,23.0,1,2.1,44
46.0,Female,PhD,Software Engineer Manager,21.0,174821.0,25.0,0,3.0,176
34.0,Male,Bachelor's Degree,Back end Developer,10.0,126520.0,24.0,1,1.1,3
44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0,26.0,1,2.1,168
55.0,Female,PhD,Software Engineer Manager,29.0,190543.0,26.0,0,3.0,176
35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0,26.0,1,2.1,44
54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0,26.0,1,1.1,158
23.0,Female,High School,Back end Developer,1.0,52807.0,22.0,0,0.0,3
46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0,26.0,1,2.1,168
33.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,124071.0,25.0,0,1.1,44
26.0,Male,Master's Degree,Front end Developer,3.0,73640.0,23.0,1,2.1,43
43.0,Female,PhD,Software Engineer Manager,19.0,156486.0,24.0,0,3.0,176
36.0,Male,Master's Degree,Full Stack Engineer,11.0,138859.0,25.0,1,2.1,44
23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,52831.0,23.0,0,1.1,158
49.0,Male,Master's Degree,Software Engineer Manager,23.0,182392.0,26.0,1,2.1,176
35.0,Female,Master's Degree,Full Stack Engineer,11.0,151078.0,24.0,0,2.1,44
31.0,Male,Bachelor's Degree,Back end Developer,8.0,100679.0,23.0,1,1.1,3
54.0,Other,High School,Senior Software Engineer,29.0,158966.0,25.0,2,0.0,168
43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0,23.0,1,2.1,44
33.0,Female,Master's Degree,Senior Project Engineer,10.0,113334.0,23.0,0,2.1,158
52.0,Female,PhD,Software Engineer Manager,29.0,194778.0,23.0,0,3.0,176
28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0,24.0,1,1.1,44
36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0,23.0,0,2.1,168
43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,142421.0,23.0,1,1.1,158
50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0,26.0,0,2.1,44
24.0,Male,PhD,Software Engineer Manager,1.0,106686.0,23.0,1,3.0,176
52.0,Male,Master's Degree,Senior Software Engineer,27.0,186794.0,25.0,1,2.1,168
46.0,Female,Bachelor's Degree,Back end Developer,19.0,150729.0,27.0,0,1.1,3
38.0,Male,Master's Degree,Full Stack Engineer,15.0,171652.0,23.0,1,2.1,44
29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0,23.0,1,1.1,158
33.0,Female,Master's Degree,Front end Developer,9.0,119918.0,24.0,0,2.1,43
47.0,Male,PhD,Software Engineer Manager,21.0,174985.0,26.0,1,3.0,176
45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0,22.0,0,2.1,168
28.0,Male,Bachelor's Degree,Back end Developer,4.0,72389.0,24.0,1,1.1,3
42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0,28.0,0,2.1,44
46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0,21.0,1,1.1,158
38.0,Female,PhD,Software Engineer Manager,15.0,145052.0,23.0,0,3.0,176
54.0,Male,Master's Degree,Senior Software Engineer,32.0,195270.0,22.0,1,2.1,168
33.0,Female,Master's Degree,Full Stack Engineer,8.0,122970.0,25.0,0,2.1,44
27.0,Male,High School,Back end Developer,4.0,80247.0,23.0,1,0.0,3
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0,25.0,0,1.1,158
26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0,22.0,1,2.1,44
31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0,25.0,0,2.1,168
35.0,Male,Bachelor's Degree,Front end Developer,10.0,128999.0,25.0,1,1.1,43
44.0,Female,PhD,Software Engineer Manager,18.0,162454.0,26.0,0,3.0,176
32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0,24.0,1,2.1,158
54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179756.0,29.0,1,1.1,44
26.0,Female,Master's Degree,Front end Developer,3.0,73218.0,23.0,0,2.1,43
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0,23.0,1,3.0,176
48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0,25.0,0,2.1,168
38.0,Male,Bachelor's Degree,Back end Developer,12.0,132442.0,26.0,1,1.1,3
30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0,25.0,0,2.1,44
40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0,24.0,1,2.1,176
45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171468.0,23.0,0,1.1,158
36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0,23.0,1,2.1,44
52.0,Male,PhD,Software Engineer Manager,26.0,185982.0,26.0,1,3.0,176
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0,24.0,0,1.1,168
26.0,Male,Master's Degree,Full Stack Engineer,3.0,91397.0,23.0,1,2.1,44
30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0,25.0,0,2.1,158
24.0,Male,Bachelor's Degree,Back end Developer,2.0,64182.0,22.0,1,1.1,3
45.0,Male,Master's Degree,Senior Software Engineer,22.0,182506.0,23.0,1,2.1,168
33.0,Female,Master's Degree,Full Stack Engineer,9.0,136986.0,24.0,0,2.1,44
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136662.0,27.0,1,1.1,43
54.0,Female,PhD,Software Engineer Manager,32.0,191510.0,22.0,0,3.0,176
42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,23.0,1,2.1,44
28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,82944.0,24.0,0,1.1,158
48.0,Male,PhD,Software Engineer Manager,23.0,188288.0,25.0,1,3.0,176
36.0,Female,Master's Degree,Senior Software Engineer,14.0,141090.0,22.0,0,2.1,168
43.0,Male,Bachelor's Degree,Full Stack Engineer,19.0,152726.0,24.0,1,1.1,44
33.0,Female,Master's Degree,Back end Developer,9.0,124141.0,24.0,0,2.1,3
26.0,Male,Bachelor's Degree,Front end Developer,3.0,67556.0,23.0,1,1.1,43
50.0,Female,Master's Degree,Senior Project Engineer,22.0,182768.0,28.0,0,2.1,158
41.0,Male,PhD,Software Engineer Manager,15.0,148727.0,26.0,1,3.0,176
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,91903.0,23.0,0,1.1,44
38.0,Male,Master's Degree,Senior Software Engineer,14.0,147708.0,24.0,1,2.1,168
48.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,163209.0,27.0,0,1.1,158
31.0,Male,Master's Degree,Full Stack Engineer,8.0,120288.0,23.0,1,2.1,44
45.0,Male,PhD,Software Engineer Manager,21.0,170226.0,24.0,1,3.0,176
35.0,Female,Master's Degree,Senior Software Engineer,11.0,134979.0,24.0,0,2.1,168
42.0,Male,Bachelor's Degree,Back end Developer,16.0,137489.0,26.0,1,1.1,3
27.0,Female,Master's Degree,Full Stack Engineer,4.0,83577.0,23.0,0,2.1,44
33.0,Male,Bachelor's Degree,Front end Developer,9.0,117904.0,24.0,1,1.1,43
36.0,Female,Master's Degree,Senior Project Engineer,11.0,134482.0,25.0,0,2.1,158
54.0,Male,PhD,Software Engineer Manager,30.0,184660.0,24.0,1,3.0,176
30.0,Female,Bachelor's Degree,Senior Software Engineer,5.0,100151.0,25.0,0,1.1,168
26.0,Male,Master's Degree,Full Stack Engineer,3.0,88678.0,23.0,1,2.1,44
45.0,Female,PhD,Senior Project Engineer,21.0,181285.0,24.0,0,3.0,158
38.0,Male,Master's Degree,Software Engineer Manager,16.0,154990.0,22.0,1,2.1,176
31.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,108204.0,24.0,0,1.1,44
42.0,Male,Master's Degree,Senior Software Engineer,19.0,175684.0,23.0,1,2.1,168
28.0,Female,Bachelor's Degree,Back end Developer,5.0,77766.0,23.0,0,1.1,3
48.0,Male,PhD,Software Engineer Manager,24.0,192211.0,24.0,1,3.0,176
36.0,Female,Master's Degree,Full Stack Engineer,13.0,144647.0,23.0,0,2.1,44
43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,162231.0,23.0,1,1.1,158
33.0,Female,Master's Degree,Front end Developer,9.0,121120.0,24.0,0,2.1,43
26.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,79652.0,22.0,1,1.1,44
50.0,Female,Master's Degree,Senior Software Engineer,21.0,177002.0,29.0,0,2.1,168
27.0,Male,Master's Degree,Back end Developer,5.0,87584.0,22.0,1,2.1,3
38.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,131860.0,25.0,0,1.1,158
54.0,Male,PhD,Software Engineer Manager,28.0,182013.0,26.0,1,3.0,176
31.0,Female,Master's Degree,Full Stack Engineer,7.0,108799.0,24.0,0,2.1,44
36.0,Male,Bachelor's Degree,Senior Software Engineer,13.0,135378.0,23.0,1,1.1,168
45.0,Female,Master's Degree,Software Engineer Manager,22.0,183530.0,23.0,0,2.1,176
42.0,Male,Bachelor's Degree,Back end Developer,18.0,150901.0,24.0,1,1.1,3
28.0,Female,Master's Degree,Full Stack Engineer,4.0,82697.0,24.0,0,2.1,44
48.0,Male,PhD,Senior Software Engineer,26.0,194638.0,22.0,1,3.0,168
36.0,Female,Master's Degree,Senior Project Engineer,12.0,130356.0,24.0,0,2.1,158
43.0,Male,Bachelor's Degree,Full Stack Engineer,18.0,152560.0,25.0,1,1.1,44
33.0,Female,Master's Degree,Front end Developer,9.0,121432.0,24.0,0,2.1,43
26.0,Male,Bachelor's Degree,Back end Developer,2.0,63789.0,24.0,1,1.1,3
50.0,Female,Master's Degree,Senior Software Engineer,23.0,183690.0,27.0,0,2.1,168
41.0,Male,PhD,Software Engineer Manager,16.0,151310.0,25.0,1,3.0,176
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,100358.0,23.0,0,1.1,44
38.0,Male,Master's Degree,Senior Software Engineer,15.0,148437.0,23.0,1,2.1,168
48.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,168691.0,26.0,0,1.1,158
28.0,Male,Bachelor's Degree,Software Developer,1.0,50000.0,27.0,1,1.1,174
32.0,Female,Master's Degree,Product Manager,5.0,100000.0,27.0,0,2.1,106
26.0,Male,Bachelor's Degree,Software Engineer,2.0,60000.0,24.0,1,1.1,175
33.0,Female,Master's Degree,Data Analyst,6.0,90000.0,27.0,0,2.1,18
29.0,Male,Bachelor's Degree,Front End Developer,3.0,70000.0,26.0,1,1.1,42
42.0,Male,PhD,Director of Data Science,12.0,170000.0,30.0,1,3.0,27
36.0,Female,Master's Degree,Data Scientist,8.0,130000.0,28.0,0,2.1,20
27.0,Male,Bachelor's Degree,Software Developer,1.0,50000.0,26.0,1,1.1,174
34.0,Female,Master's Degree,Product Manager,7.0,120000.0,27.0,0,2.1,106
29.0,Male,Bachelor's Degree,Software Engineer,4.0,80000.0,25.0,1,1.1,175
41.0,Female,PhD,Senior Data Scientist,16.0,200000.0,25.0,0,3.0,129
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,26.0,1,2.1,18
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,22.0,0,1.1,174
36.0,Male,PhD,Director of Data Science,12.0,170000.0,24.0,1,3.0,27
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,25.0,0,1.1,175
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,25.0,1,1.1,42
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,28.0,1,2.1,106
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,24.0,1,1.1,174
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,26.0,0,2.1,18
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,24.0,0,1.1,175
48.0,Male,PhD,Director of Data Science,18.0,210000.0,30.0,1,3.0,27
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,25.0,1,2.1,20
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,22.0,0,1.1,175
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,25.0,1,2.1,106
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,23.0,0,2.1,175
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,26.0,1,1.1,18
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,24.0,1,1.1,175
41.0,Female,PhD,Director of Data Science,16.0,200000.0,25.0,0,3.0,27
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,26.0,1,2.1,18
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,22.0,0,1.1,174
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,24.0,1,3.0,129
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,25.0,0,1.1,175
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,25.0,1,1.1,42
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,28.0,1,2.1,106
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,24.0,1,1.1,174
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,26.0,0,2.1,18
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,24.0,0,1.1,175
48.0,Male,PhD,Director of Data Science,18.0,210000.0,30.0,1,3.0,27
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,25.0,1,2.1,20
